2017,우동균,삼성,8,13,12,0,0,1,0,1,3,0,0,0,0.077,0,0.077,0.055,-0.35
2017,박정음,넥센,81,162,140,34,2,26,15,9,39,3,0.32,0.243,0.323,0.329,0.652,0.297,-0.36
2017,김연훈,kt,19,26,24,4,0,1,3,0,3,0,0.182,0.167,0.16,0.25,0.41,0.171,-0.36
2017,임훈,LG,42,85,82,24,0,8,7,2,16,1,0.364,0.293,0.318,0.305,0.623,0.284,-0.39
2017,이병규,LG,19,48,44,9,0,5,5,4,14,0,0.3,0.205,0.271,0.25,0.521,0.238,-0.4
2017,정현석,한화,9,12,12,0,0,0,0,0,4,0,0,0,0,0,0,0,-0.4
2017,김웅빈,넥센,67,142,135,34,3,18,19,6,33,0,0.313,0.252,0.289,0.378,0.667,0.289,-0.42
2017,신종길,KIA,64,90,83,20,1,13,10,3,13,2,0.268,0.241,0.278,0.361,0.639,0.275,-0.43
2017,국해성,두산,57,96,86,18,3,15,17,5,23,0,0.246,0.209,0.281,0.349,0.63,0.278,-0.43
2017,김인태,두산,31,44,43,8,2,5,4,1,11,0,0.2,0.186,0.205,0.349,0.554,0.229,-0.43
2017,김태연,한화,12,22,21,1,1,1,2,1,11,0,0,0.048,0.091,0.19,0.281,0.115,-0.43
2017,김준완,NC,104,144,124,31,0,19,8,15,27,2,0.313,0.25,0.331,0.282,0.613,0.285,-0.44
2017,조영훈,NC,16,46,40,6,1,1,3,5,11,0,0.179,0.15,0.244,0.275,0.519,0.234,-0.44
2017,신본기,롯데,128,381,325,77,5,49,47,25,76,5,0.289,0.237,0.313,0.317,0.63,0.286,-0.45
2017,이양기,한화,17,48,44,10,0,0,3,2,10,0,0.294,0.227,0.261,0.25,0.511,0.234,-0.47
2017,김지수,넥센,64,40,35,6,1,7,5,2,8,0,0.185,0.171,0.211,0.257,0.468,0.204,-0.47
2017,강경학,한화,59,93,84,18,0,17,4,8,19,1,0.277,0.214,0.29,0.262,0.552,0.256,-0.49
2017,조인성,한화,16,29,29,4,0,1,0,0,9,0,0.2,0.138,0.138,0.138,0.276,0.124,-0.49
2017,김사연,kt,35,52,51,11,0,5,3,0,11,2,0.275,0.216,0.216,0.255,0.471,0.207,-0.51
2017,윤병호,NC,49,58,55,11,0,11,2,2,10,2,0.244,0.2,0.228,0.255,0.483,0.216,-0.53
2017,주효상,넥센,64,129,118,23,1,10,9,9,51,0,0.333,0.195,0.264,0.263,0.527,0.242,-0.53
2017,김사훈,롯데,57,89,76,14,0,1,8,6,21,1,0.25,0.184,0.25,0.224,0.474,0.222,-0.54
2017,오태곤,롯데,13,26,19,2,1,5,4,4,8,4,0.1,0.105,0.346,0.263,0.609,0.305,-0.54
2017,김강민,SK,88,203,183,40,5,31,18,15,50,10,0.273,0.219,0.296,0.339,0.635,0.283,-0.56
2017,김동욱,kt,83,223,209,60,4,28,24,6,44,1,0.337,0.287,0.309,0.388,0.697,0.301,-0.57
2017,대니돈,넥센,20,57,50,7,1,5,2,7,16,0,0.182,0.14,0.246,0.24,0.486,0.226,-0.57
2017,신성현,두산,21,38,36,5,0,3,3,2,15,0,0.238,0.139,0.184,0.194,0.378,0.169,-0.63
2017,박기혁,kt,97,263,235,56,2,22,18,16,51,2,0.292,0.238,0.289,0.319,0.608,0.271,-0.64
2017,김대륙,롯데,50,58,53,8,0,4,2,2,17,0,0.222,0.151,0.211,0.189,0.4,0.191,-0.65
2017,모넬,kt,28,105,85,14,2,10,9,17,28,2,0.211,0.165,0.305,0.282,0.587,0.269,-0.68
2017,김재현,넥센,70,88,84,14,2,6,6,3,27,0,0.218,0.167,0.205,0.262,0.467,0.205,-0.69
2017,하준호,kt,101,226,196,44,3,31,18,21,57,9,0.299,0.224,0.311,0.337,0.648,0.291,-0.72
2017,박승욱,SK,73,184,158,32,3,25,11,16,57,0,0.293,0.203,0.291,0.304,0.595,0.269,-0.74
2017,김상호,롯데,80,114,101,23,0,7,7,11,22,0,0.291,0.228,0.316,0.277,0.593,0.273,-0.79
2017,백상원,삼성,28,51,46,6,0,4,2,3,11,0,0.167,0.13,0.18,0.13,0.31,0.151,-0.82
2017,강승호,LG,85,268,248,62,5,42,31,7,67,2,0.311,0.25,0.272,0.383,0.655,0.277,-0.83
2017,최재원,LG,69,159,142,33,1,20,12,8,34,3,0.291,0.232,0.282,0.296,0.578,0.26,-0.87
2017,이지영,삼성,105,336,302,72,0,31,26,20,40,4,0.272,0.238,0.294,0.285,0.579,0.263,-0.9
2017,이대형,kt,100,366,337,90,0,51,24,24,54,23,0.317,0.267,0.315,0.309,0.624,0.281,-1.07
2017,김민식,KIA,135,391,351,78,4,39,40,26,55,3,0.252,0.222,0.284,0.293,0.577,0.261,-1.07
2017,장민석,한화,88,327,299,83,1,38,21,15,58,8,0.34,0.278,0.311,0.318,0.629,0.283,-1.08
2017,채은성,LG,114,372,333,89,2,28,35,17,66,5,0.327,0.267,0.323,0.339,0.662,0.298,-1.12
2017,김주형,KIA,57,116,106,18,0,11,10,8,13,0,0.191,0.17,0.233,0.217,0.45,0.21,-1.2
2017,이동훈,한화,67,145,131,29,0,23,2,5,15,4,0.25,0.221,0.255,0.221,0.476,0.222,-1.32
2016,최형우,삼성,138,618,519,195,31,99,144,83,83,2,0.398,0.376,0.464,0.651,1.115,0.469,8.93
2016,김태균,한화,144,652,529,193,23,94,136,108,97,1,0.41,0.365,0.475,0.569,1.044,0.452,7.57
2016,테임즈,NC,123,529,436,140,40,118,121,74,103,13,0.333,0.321,0.427,0.679,1.106,0.453,6.38
2016,최정,SK,141,606,500,144,40,106,106,77,126,1,0.306,0.288,0.403,0.58,0.983,0.416,6.3
2016,김재환,두산,134,568,492,160,37,107,124,71,107,8,0.348,0.325,0.407,0.628,1.035,0.432,5.92
2016,강민호,롯데,116,460,381,123,20,65,72,66,91,4,0.377,0.323,0.433,0.549,0.982,0.424,5.75
2016,박석민,NC,126,506,427,131,32,77,104,56,95,2,0.326,0.307,0.404,0.578,0.982,0.417,5.27
2016,손아섭,롯데,144,672,575,186,16,118,81,92,104,42,0.372,0.323,0.418,0.468,0.886,0.397,5.21
2016,황재균,롯데,127,559,498,167,27,97,113,49,66,25,0.339,0.335,0.394,0.57,0.964,0.407,5.2
2016,이범호,KIA,138,560,484,150,33,93,108,59,57,1,0.292,0.31,0.391,0.562,0.953,0.402,4.96
2016,나지완,KIA,118,486,380,117,25,84,90,85,90,6,0.342,0.308,0.451,0.571,1.022,0.442,4.93
2016,양의지,두산,108,392,332,106,22,66,66,40,29,2,0.293,0.319,0.405,0.569,0.974,0.414,4.69
2016,박경수,kt,121,476,402,126,20,64,80,65,80,3,0.346,0.313,0.412,0.522,0.934,0.406,4.44
2016,이용규,한화,113,530,452,159,3,98,41,63,29,21,0.371,0.352,0.438,0.427,0.865,0.398,4.35
2016,구자욱,삼성,108,495,428,147,14,105,77,55,68,10,0.379,0.343,0.42,0.547,0.967,0.421,4.26
2016,박건우,두산,132,540,484,162,20,95,83,38,86,17,0.371,0.335,0.39,0.55,0.94,0.403,4.21
2016,민병헌,두산,134,579,511,166,16,98,87,48,91,9,0.368,0.325,0.396,0.495,0.891,0.391,4.15
2016,서건창,넥센,140,646,560,182,7,111,63,69,58,26,0.351,0.325,0.406,0.441,0.847,0.382,4.13
2016,오재일,두산,105,455,380,120,27,69,92,64,73,1,0.324,0.316,0.411,0.592,1.003,0.423,4.1
2016,김주찬,KIA,130,555,511,177,23,97,101,30,68,9,0.362,0.346,0.386,0.566,0.952,0.405,3.95
2016,정근우,한화,138,650,575,178,18,121,88,60,58,22,0.317,0.31,0.381,0.464,0.845,0.372,3.88
2016,박민우,NC,121,515,435,149,3,84,55,55,70,20,0.396,0.343,0.42,0.428,0.848,0.386,3.82
2016,에반스,두산,118,481,400,123,24,69,81,69,90,0,0.338,0.308,0.41,0.565,0.975,0.416,3.69
2016,나성범,NC,144,653,572,177,22,116,113,67,136,7,0.371,0.309,0.388,0.497,0.885,0.386,3.68
2016,오지환,LG,121,472,393,110,20,73,78,65,97,17,0.32,0.28,0.387,0.494,0.881,0.386,3.68
2016,히메네스,LG,135,579,523,161,26,101,102,39,67,18,0.31,0.308,0.364,0.526,0.89,0.379,3.59
2016,서동욱,KIA,124,485,411,120,16,73,67,60,108,9,0.359,0.292,0.386,0.496,0.882,0.385,3.34
2016,김민성,넥센,141,579,510,156,17,76,90,53,89,6,0.334,0.306,0.367,0.502,0.869,0.372,3.21
2016,로사리오,한화,127,532,492,158,33,78,120,33,90,1,0.337,0.321,0.367,0.593,0.96,0.401,3.17
2016,김재호,두산,137,496,416,129,7,69,78,57,52,8,0.33,0.31,0.389,0.44,0.829,0.369,3.14
2016,윤석민,넥센,92,402,341,114,19,72,80,48,50,2,0.342,0.334,0.42,0.545,0.965,0.415,3.12
2016,송광민,한화,116,494,449,146,17,80,83,28,86,3,0.366,0.325,0.366,0.508,0.874,0.376,3.12
2016,김하성,넥센,144,599,526,148,20,92,84,60,80,28,0.297,0.281,0.358,0.477,0.835,0.363,3.06
2016,유한준,kt,110,460,408,137,14,70,64,47,40,4,0.345,0.336,0.404,0.493,0.897,0.394,3.05
2016,대니돈,넥센,129,497,417,123,16,65,70,70,72,1,0.321,0.295,0.399,0.494,0.893,0.389,2.86
2016,손시헌,NC,110,403,341,104,5,36,39,38,48,1,0.343,0.305,0.394,0.422,0.816,0.372,2.78
2016,이승엽,삼성,142,623,542,164,27,91,118,66,89,5,0.316,0.303,0.38,0.518,0.898,0.387,2.67
2016,박용택,LG,138,578,509,176,11,84,90,58,71,6,0.38,0.346,0.412,0.458,0.87,0.386,2.44
2016,마르테,kt,91,381,325,86,22,52,74,50,51,0,0.249,0.265,0.36,0.517,0.877,0.374,2.32
2016,김문호,롯데,140,599,526,171,7,77,70,62,70,12,0.364,0.325,0.401,0.43,0.831,0.376,2.22
2016,이재원,SK,130,472,411,119,15,49,64,43,76,1,0.318,0.29,0.364,0.436,0.8,0.352,2.14
2016,이호준,NC,119,472,399,119,21,46,87,65,78,3,0.322,0.298,0.396,0.506,0.902,0.388,2.07
2016,김성현,SK,138,530,479,153,8,66,65,33,37,3,0.329,0.319,0.366,0.428,0.794,0.352,1.99
2016,손주인,LG,122,409,354,114,2,47,39,33,35,5,0.349,0.322,0.385,0.412,0.797,0.362,1.88
2016,이종욱,NC,134,517,453,138,5,73,57,54,73,15,0.35,0.305,0.376,0.408,0.784,0.355,1.87
2016,브렛필,KIA,132,544,499,156,20,71,86,33,70,10,0.327,0.313,0.357,0.511,0.868,0.371,1.85
2016,김강민,SK,115,422,366,109,10,59,47,32,89,12,0.368,0.298,0.371,0.437,0.808,0.359,1.84
2016,이진영,kt,115,424,371,123,10,49,72,45,44,2,0.351,0.332,0.403,0.48,0.883,0.389,1.83
2016,김주형,KIA,135,387,345,97,19,43,49,34,55,1,0.287,0.281,0.355,0.499,0.854,0.368,1.82
2016,박한이,삼성,110,401,349,105,14,57,69,40,72,1,0.342,0.301,0.373,0.481,0.854,0.371,1.74
2016,정의윤,SK,144,616,576,179,27,68,100,25,76,2,0.318,0.311,0.347,0.51,0.857,0.365,1.73
2016,고종욱,넥센,133,566,527,176,8,92,72,28,103,28,0.399,0.334,0.37,0.455,0.825,0.365,1.72
2016,박해민,삼성,141,641,564,169,4,109,61,49,87,52,0.347,0.3,0.357,0.41,0.767,0.344,1.63
2016,고메즈,SK,117,492,456,129,21,74,62,25,87,16,0.307,0.283,0.324,0.489,0.813,0.344,1.61
2016,이택근,넥센,127,460,398,123,8,64,65,53,56,7,0.338,0.309,0.389,0.422,0.811,0.365,1.44
2016,김용의,LG,105,347,308,98,1,62,20,35,64,19,0.399,0.318,0.388,0.412,0.8,0.365,1.41
2016,허경민,두산,144,609,538,154,7,96,81,49,58,6,0.309,0.286,0.36,0.385,0.745,0.339,1.3
2016,채은성,LG,128,451,403,126,9,64,81,31,75,7,0.358,0.313,0.365,0.444,0.809,0.357,1.29
2016,최준석,롯데,116,396,325,85,19,49,70,64,102,0,0.317,0.262,0.384,0.468,0.852,0.374,1.27
2016,최승준,SK,76,231,199,53,19,31,42,28,66,0,0.296,0.266,0.364,0.578,0.942,0.393,1.24
2016,최재원,삼성,28,105,81,27,4,20,16,17,17,3,0.371,0.333,0.456,0.519,0.975,0.431,1.22
2016,조영훈,NC,109,207,179,60,5,29,35,21,43,3,0.41,0.335,0.408,0.497,0.905,0.395,1.17
2016,발디리스,삼성,44,190,154,41,8,24,33,31,17,0,0.25,0.266,0.389,0.461,0.85,0.377,1.16
2016,박정음,넥센,98,263,223,69,4,45,26,30,52,16,0.385,0.309,0.395,0.413,0.808,0.369,1.05
2016,정성훈,LG,126,418,370,119,6,58,64,33,59,8,0.365,0.322,0.38,0.435,0.815,0.363,1.03
2016,김준완,NC,122,325,253,66,1,60,12,66,62,2,0.34,0.261,0.416,0.308,0.724,0.357,0.99
2016,신본기,롯데,25,104,81,25,1,13,10,13,12,0,0.353,0.309,0.451,0.395,0.846,0.401,0.98
2016,이병규,LG,103,350,290,79,7,43,37,47,81,8,0.351,0.272,0.389,0.4,0.789,0.361,0.98
2016,백상원,삼성,132,517,445,128,3,60,49,51,69,8,0.329,0.288,0.361,0.364,0.725,0.333,0.95
2016,조동찬,삼성,90,282,247,68,10,32,36,26,64,0,0.33,0.275,0.348,0.449,0.797,0.349,0.95
2016,이성열,한화,86,219,198,57,10,29,29,11,62,0,0.373,0.288,0.35,0.505,0.855,0.37,0.91
2016,아두치,롯데,64,272,247,72,7,46,41,18,59,15,0.349,0.291,0.336,0.466,0.802,0.344,0.88
2016,이홍구,KIA,106,273,241,64,9,27,45,19,66,0,0.32,0.266,0.322,0.461,0.783,0.334,0.87
2016,맥스웰,롯데,23,99,80,23,4,14,16,15,25,2,0.365,0.288,0.414,0.5,0.914,0.404,0.84
2016,노수광,KIA,77,238,207,64,4,43,30,20,46,12,0.382,0.309,0.373,0.406,0.779,0.354,0.8
2016,김성욱,NC,130,348,306,81,15,60,51,30,64,5,0.288,0.265,0.334,0.467,0.801,0.347,0.8
2016,문선재,LG,52,127,111,32,7,28,16,10,29,5,0.329,0.288,0.344,0.541,0.885,0.374,0.79
2016,나주환,SK,24,65,57,22,5,13,12,2,6,0,0.37,0.386,0.435,0.684,1.119,0.471,0.75
2016,모창민,NC,63,147,133,44,5,16,20,9,24,3,0.364,0.331,0.37,0.504,0.874,0.375,0.75
2016,김준태,롯데,68,144,120,33,2,12,16,22,42,0,0.403,0.275,0.385,0.367,0.752,0.348,0.75
2016,이지영,삼성,129,419,390,116,7,36,50,12,32,3,0.309,0.297,0.328,0.382,0.71,0.317,0.74
2016,박동원,넥센,127,454,411,102,14,44,70,27,93,3,0.287,0.248,0.304,0.416,0.72,0.313,0.7
2016,전민수,kt,74,240,213,65,3,31,29,19,46,5,0.378,0.305,0.373,0.423,0.796,0.358,0.64
2016,신성현,한화,89,184,158,44,8,30,24,15,54,0,0.375,0.278,0.36,0.481,0.841,0.367,0.64
2016,김재현,SK,100,193,168,54,1,27,18,11,41,13,0.417,0.321,0.378,0.429,0.807,0.365,0.63
2016,신종길,KIA,75,240,213,66,1,34,12,20,49,7,0.399,0.31,0.385,0.39,0.775,0.358,0.6
2016,이대형,kt,143,654,600,192,1,89,42,44,90,37,0.375,0.32,0.368,0.358,0.726,0.336,0.59
2016,이흥련,삼성,85,174,150,39,6,20,25,8,41,0,0.314,0.26,0.315,0.453,0.768,0.33,0.56
2016,김민식,SK,88,170,144,37,2,17,14,21,38,1,0.337,0.257,0.359,0.361,0.72,0.334,0.56
2016,최진행,한화,28,85,70,23,1,4,9,11,16,0,0.415,0.329,0.434,0.4,0.834,0.39,0.53
2016,김동엽,SK,57,150,143,48,6,19,23,5,41,2,0.433,0.336,0.36,0.517,0.877,0.376,0.52
2016,이천웅,LG,103,320,276,81,6,38,41,34,49,6,0.338,0.293,0.376,0.402,0.778,0.354,0.52
2016,윤정우,KIA,46,82,67,20,2,20,13,5,15,6,0.353,0.299,0.4,0.463,0.863,0.386,0.51
2016,유강남,LG,100,297,263,70,8,28,47,17,48,0,0.291,0.266,0.321,0.384,0.705,0.313,0.47
2016,윤요섭,kt,66,149,126,30,6,14,16,20,24,1,0.25,0.238,0.356,0.429,0.785,0.348,0.45
2016,박헌도,롯데,37,82,69,18,3,9,11,10,25,1,0.366,0.261,0.378,0.493,0.871,0.381,0.43
2016,박정권,SK,125,468,422,117,18,59,59,35,99,4,0.32,0.277,0.337,0.46,0.797,0.346,0.42
2016,최정민,SK,88,177,155,51,0,29,11,8,47,8,0.468,0.329,0.386,0.368,0.754,0.35,0.41
2016,박재상,SK,94,288,255,76,6,37,35,27,37,3,0.327,0.298,0.363,0.431,0.794,0.353,0.4
2016,오정복,kt,96,344,306,93,5,45,36,28,32,1,0.322,0.304,0.358,0.402,0.76,0.34,0.39
2016,서상우,LG,56,137,111,28,4,18,12,25,37,1,0.343,0.252,0.394,0.405,0.799,0.365,0.38
2016,하주석,한화,115,441,405,113,10,58,57,18,115,5,0.367,0.279,0.323,0.41,0.733,0.323,0.37
2016,류지혁,두산,90,134,118,34,3,34,10,10,28,3,0.352,0.288,0.356,0.407,0.763,0.342,0.36
2016,김경언,한화,66,217,182,48,5,23,25,28,46,4,0.321,0.264,0.363,0.39,0.753,0.342,0.36
2016,정훈,롯데,121,439,370,97,2,48,45,43,75,7,0.322,0.262,0.362,0.338,0.7,0.33,0.36
2016,최원준,KIA,14,25,24,11,1,5,4,0,3,1,0.5,0.458,0.458,0.625,1.083,0.47,0.35
2016,유민상,kt,95,254,213,60,4,30,37,25,39,1,0.322,0.282,0.375,0.404,0.779,0.353,0.35
2016,정진호,두산,31,32,24,9,0,9,3,6,1,0,0.391,0.375,0.531,0.458,0.989,0.469,0.34
2016,국해성,두산,58,174,151,42,4,28,24,21,36,1,0.339,0.278,0.368,0.43,0.798,0.356,0.32
2016,이원석,두산,7,22,19,6,2,3,7,2,2,0,0.25,0.316,0.364,0.789,1.153,0.444,0.3
2016,김지수,넥센,81,106,91,26,3,16,9,10,16,2,0.315,0.286,0.353,0.44,0.793,0.349,0.3
2016,박승욱,SK,36,103,87,24,3,19,13,9,28,2,0.368,0.276,0.354,0.425,0.779,0.346,0.29
2016,오재원,두산,122,484,416,113,5,68,58,54,82,13,0.322,0.272,0.358,0.356,0.714,0.328,0.29
2016,김태완,한화,24,24,20,7,0,3,0,3,8,0,0.583,0.35,0.458,0.5,0.958,0.436,0.28
2016,배영섭,삼성,93,381,323,86,4,53,22,51,42,5,0.295,0.266,0.374,0.356,0.73,0.341,0.27
2016,김선빈,KIA,6,27,25,9,0,3,0,1,3,1,0.409,0.36,0.385,0.52,0.905,0.397,0.21
2016,백창수,LG,10,21,18,6,1,4,3,2,6,0,0.455,0.333,0.429,0.611,1.04,0.443,0.21
2016,김사훈,롯데,19,36,28,9,0,5,4,3,6,0,0.409,0.321,0.387,0.357,0.744,0.347,0.21
2016,황대인,KIA,4,7,7,3,1,1,3,0,3,0,0.667,0.429,0.429,1.143,1.572,0.613,0.2
2016,이형종,LG,61,147,124,35,1,14,14,15,20,1,0.327,0.282,0.366,0.371,0.737,0.341,0.2
2016,임병욱,넥센,104,265,233,58,8,43,24,25,82,17,0.35,0.249,0.324,0.408,0.732,0.325,0.2
2016,김웅빈,넥센,10,15,14,6,1,4,4,0,3,0,0.455,0.429,0.4,0.643,1.043,0.427,0.18
2016,지재옥,넥센,7,17,13,3,1,2,1,3,7,0,0.4,0.231,0.412,0.462,0.874,0.395,0.17
2016,박준혁,한화,6,9,8,3,0,3,3,1,2,0,0.5,0.375,0.444,0.625,1.069,0.456,0.12
2016,김다원,KIA,25,47,43,13,1,3,6,2,15,0,0.444,0.302,0.362,0.419,0.781,0.35,0.11
2016,박광열,NC,13,15,15,6,0,0,0,0,3,0,0.5,0.4,0.4,0.4,0.8,0.365,0.1
2016,권정웅,삼성,3,1,1,1,0,1,0,0,0,0,1,1,1,1,2,0.912,0.07
2016,조윤준,LG,2,1,1,1,0,1,0,0,0,0,1,1,1,1,2,0.912,0.07
2016,이병규,LG,1,1,1,1,0,0,0,0,0,0,1,1,1,1,2,0.912,0.06
2016,이상호,NC,15,27,25,7,0,1,1,0,4,3,0.333,0.28,0.333,0.36,0.693,0.317,0.06
2016,장시윤,넥센,9,14,10,2,0,3,0,3,2,0,0.25,0.2,0.429,0.2,0.629,0.347,0.05
2016,김택형,넥센,1,1,0,0,0,0,0,1,0,0,-,-,1,-,-,0.75,0.05
2016,황선도,삼성,1,4,3,1,0,0,0,1,1,0,0.5,0.333,0.5,0.333,0.833,0.415,0.04
2016,고영민,두산,8,5,4,1,0,1,1,1,1,0,0.333,0.25,0.4,0.5,0.9,0.394,0.04
2016,김태진,NC,2,2,2,1,0,1,0,0,0,0,0.5,0.5,0.5,0.5,1,0.456,0.03
2016,김상호,롯데,114,415,366,106,7,39,56,38,84,3,0.354,0.29,0.358,0.402,0.76,0.339,0.03
2016,조성모,SK,3,2,2,1,0,1,0,0,1,0,1,0.5,0.5,0.5,1,0.456,0.02
2016,전준우,롯데,25,113,99,25,2,16,10,7,25,3,0.319,0.253,0.339,0.384,0.723,0.328,0.02
2016,김대우,롯데,2,2,1,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0.375,0.01
2016,김호령,KIA,124,514,453,121,8,72,41,36,104,20,0.329,0.267,0.333,0.373,0.706,0.32,0
2016,허도환,한화,48,93,78,17,0,9,12,6,21,0,0.298,0.218,0.315,0.321,0.636,0.296,0
2016,신현철,kt,35,25,24,7,0,3,2,0,12,0,0.583,0.292,0.32,0.375,0.695,0.311,-0.01
2016,문규현,롯데,120,368,316,86,4,38,40,29,39,2,0.298,0.272,0.333,0.342,0.675,0.31,-0.02
2016,안익훈,LG,68,52,45,12,0,13,4,6,9,1,0.333,0.267,0.353,0.311,0.664,0.317,-0.02
2016,정진철,두산,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
2016,박세웅,NC,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
2016,박성준,LG,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
2016,박희수,SK,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
2016,이태양,한화,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
2016,정성곤,kt,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
2016,김만수,kt,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
2016,최정용,SK,48,61,54,16,0,10,2,3,16,0,0.421,0.296,0.333,0.352,0.685,0.314,-0.04
2016,한동민,SK,6,20,18,5,0,3,0,1,5,1,0.385,0.278,0.35,0.278,0.628,0.304,-0.04
2016,권희동,NC,14,47,41,11,1,4,9,5,9,0,0.323,0.268,0.362,0.341,0.703,0.33,-0.04
2016,김원석,한화,11,9,8,2,0,2,0,1,5,0,0.667,0.25,0.333,0.25,0.583,0.286,-0.04
2016,권용관,한화,40,49,44,11,0,7,3,2,12,0,0.344,0.25,0.313,0.341,0.654,0.301,-0.05
2016,최용제,두산,4,11,9,2,0,0,1,1,2,0,0.286,0.222,0.3,0.222,0.522,0.257,-0.05
2016,도태훈,NC,6,7,6,1,0,1,0,0,2,0,0.25,0.167,0.286,0.167,0.453,0.241,-0.05
2016,이양기,한화,17,58,52,15,1,5,9,2,8,0,0.318,0.288,0.333,0.385,0.718,0.321,-0.06
2016,이성규,삼성,6,6,4,1,0,2,0,0,3,0,1,0.25,0.25,0.25,0.5,0.228,-0.06
2016,임익준,한화,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.06
2016,조평호,NC,3,7,6,1,0,1,0,1,1,0,0.2,0.167,0.286,0.167,0.453,0.237,-0.07
2016,이동훈,한화,17,2,2,0,0,3,0,0,1,0,0,0,0,0,0,0,-0.07
2016,박노민,한화,5,2,2,0,0,0,0,0,2,0,-,0,0,0,0,0,-0.07
2016,강동관,롯데,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07
2016,주현상,한화,15,8,8,2,0,0,0,0,1,0,0.286,0.25,0.25,0.25,0.5,0.228,-0.08
2016,이우성,두산,2,5,5,1,0,0,0,0,2,0,0.333,0.2,0.2,0.2,0.4,0.182,-0.08
2016,오현근,롯데,19,17,15,3,0,4,2,2,5,2,0.3,0.2,0.294,0.2,0.494,0.249,-0.09
2016,홍창기,LG,3,5,4,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.156,-0.09
2016,오준혁,KIA,47,144,132,35,2,18,15,9,38,1,0.359,0.265,0.317,0.432,0.749,0.329,-0.1
2016,장영석,넥센,23,33,26,5,0,6,3,7,10,0,0.313,0.192,0.364,0.269,0.633,0.316,-0.1
2016,정주후,kt,12,3,3,0,0,4,0,0,1,0,0,0,0,0,0,0,-0.1
2016,김주현,한화,4,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.1
2016,김지성,LG,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
2016,박용근,kt,31,86,74,17,1,5,6,11,14,0,0.267,0.23,0.326,0.351,0.677,0.31,-0.11
2016,강구성,NC,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.11
2016,주효상,넥센,12,19,18,4,0,3,3,1,9,0,0.444,0.222,0.263,0.278,0.541,0.248,-0.12
2016,최주환,두산,85,182,160,45,2,21,23,12,19,0,0.301,0.281,0.339,0.388,0.727,0.322,-0.13
2016,김선민,kt,32,63,50,11,0,7,2,10,14,3,0.306,0.22,0.361,0.22,0.581,0.3,-0.13
2016,최재훈,두산,22,22,18,3,0,1,4,2,2,0,0.176,0.167,0.273,0.222,0.495,0.242,-0.13
2016,성의준,삼성,24,23,20,3,1,2,2,2,4,0,0.133,0.15,0.261,0.3,0.561,0.259,-0.13
2016,윤병호,NC,11,9,9,1,1,3,3,0,3,0,0,0.111,0.111,0.444,0.555,0.206,-0.13
2016,정범모,한화,5,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,-0.13
2016,박재욱,LG,26,50,47,12,0,5,4,2,9,0,0.316,0.255,0.286,0.298,0.584,0.266,-0.14
2016,박기혁,kt,117,348,308,84,2,36,34,27,53,0,0.322,0.273,0.331,0.334,0.665,0.306,-0.15
2016,김회성,한화,28,58,45,9,1,12,8,9,17,0,0.276,0.2,0.345,0.267,0.612,0.301,-0.15
2016,김주현,롯데,21,33,29,6,0,4,1,3,12,1,0.353,0.207,0.281,0.345,0.626,0.28,-0.16
2016,임석진,SK,11,12,11,2,0,3,0,1,6,0,0.4,0.182,0.25,0.182,0.432,0.214,-0.16
2016,안치홍,KIA,10,43,36,8,0,3,1,5,8,0,0.276,0.222,0.31,0.278,0.588,0.278,-0.17
2016,김원섭,KIA,37,90,73,16,0,10,12,15,16,1,0.276,0.219,0.348,0.288,0.636,0.308,-0.17
2016,김동한,두산,28,20,19,4,0,3,2,0,3,1,0.25,0.211,0.211,0.263,0.474,0.208,-0.17
2016,이현석,SK,11,11,11,2,0,1,0,0,8,0,0.667,0.182,0.182,0.182,0.364,0.166,-0.17
2016,허정협,넥센,13,20,17,3,0,0,1,3,7,0,0.3,0.176,0.3,0.176,0.476,0.249,-0.17
2016,김진곤,kt,13,8,8,1,0,1,0,0,1,0,0.143,0.125,0.125,0.125,0.25,0.114,-0.17
2016,이재율,NC,32,13,13,2,0,9,0,0,3,8,0.2,0.154,0.154,0.154,0.308,0.14,-0.18
2016,우동균,삼성,33,82,68,15,2,14,10,12,10,0,0.228,0.221,0.333,0.324,0.657,0.307,-0.19
2016,나성용,삼성,6,13,12,2,0,1,0,1,5,0,0.286,0.167,0.231,0.167,0.398,0.198,-0.19
